title,subtitle,price,description,link,main_image,alternate_image
SynapseWomen's Sora,Women's Sora,"$1,325","An alloy endurance road bike bike with carbon fork, 2x9 Shimano Sora shifting",/en-us/bikes/road/endurance/synapse/synapse-womens-sora,https://embed.widencdn.net/img/dorelrl/vzhwzrrtoz/500px@1x/C20_C12650F_Synapse_Al_Disc_Sora_CAS_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/5dl9gwqqka/500px@1x/C20_C12650F_Synapse_Al_Disc_Sora_CAS_3Q.jpg?color=f8f8f8&q=90
Synapse3,3,"$1,300",A smooth-riding aluminum road bike with Shimano Sora 9-speed shifting & powerful mechanical disc brakes,/en-us/bikes/road/endurance/synapse/synapse-3,https://embed.widencdn.net/img/dorelrl/na0lazi3i3/500px@1x/C23_C12702U_Synapse_3_SBK_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/3xk7uslkoc/500px@1x/C23_C12702U_Synapse_3_SBK_3Q.jpg?color=f8f8f8&q=90
CAAD Optimo3,3,"$1,300","An alloy road bike with carbon fork, 2x9 Shimano Sora shifting & rim brakes",/en-us/bikes/road/race/caad-optimo/caad-optimo-3,https://embed.widencdn.net/img/dorelrl/pr9bwqmmks/500px@1x/C21_C14301M_CAAD_Optimo_3_ULV_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/5aytw60nnp/500px@1x/C21_C14301M_CAAD_Optimo_3_ULV_3Q.jpg?color=f8f8f8&q=90
Quick CXWomen's 1,Women's 1,"$1,500",An urban adventure bike with 12-speed SRAM SX Eagle shifting & front suspension,/en-us/bikes/active/fitness/quick-cx/quick-cx-womens-1,https://embed.widencdn.net/img/dorelrl/hj7heiagr7/500px@1x/C23_C31151F_Quick_CX_1_SGE_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/okd23fbzvh/500px@1x/C23_C31151F_Quick_CX_1_SGE_3Q.jpg?color=f8f8f8&q=90
Quick CX1,1,"$1,500",An urban adventure bike with 12-speed SRAM SX Eagle shifting & front suspension,/en-us/bikes/active/fitness/quick-cx/quick-cx-1,https://embed.widencdn.net/img/dorelrl/uqjsfsjt6a/500px@1x/C21_C31151M_Quick_CX_1_MAT_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/5e7qgushe6/500px@1x/C21_C31151M_Quick_CX_1_MAT_3Q.jpg?color=f8f8f8&q=90
Quick2,2,"$1,200",A lightweight hybrid with 1x9 shifting & carbon fork,/en-us/bikes/active/fitness/quick/quick-2,https://embed.widencdn.net/img/dorelrl/f54nswagqc/500px@1x/C20_C31200M_Quick_2_CRU_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/g2fnntsj01/500px@1x/C20_C31200M_Quick_2_CRU_3Q.jpg?color=f8f8f8&q=90
Topstone4,4,"$1,375",Ultra-versatile alloy gravel bike with a carbon fork & microSHIFT Advent X 10-speed group,/en-us/bikes/road/gravel/topstone-alloy/topstone-4-c15902u,https://embed.widencdn.net/img/dorelrl/9dhioyfhyk/500px@1x/C22_C15902U_Topstone_4_BLK_PD.jpg?color=f8f8f8&q=90,N/A
QuickWomen's 2,Women's 2,"$1,175",A lightweight hybrid with 18-speed Shimano Sora shifting & carbon fork,/en-us/bikes/active/fitness/quick/quick-womens-2,https://embed.widencdn.net/img/dorelrl/iffd4tuxuy/500px@1x/C21_C31200F_Quick_Disc_2_BCH_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/vsqjckecea/500px@1x/C21_C31200F_Quick_Disc_2_BCH_3Q.jpg?color=f8f8f8&q=90
TrailSE 4,SE 4,"$1,175",A rugged alloy hardtail with 1x10 Shimano shifting & 120mm suspension fork,/en-us/bikes/mountain/trail-bikes/trail/trail-se-4,https://embed.widencdn.net/img/dorelrl/2pkkirejm9/500px@1x/C21_C26401M_Trail_SE_4_GRY_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/bmiluqbqz5/500px@1x/C21_C26401M_Trail_SE_4_GRY_3Q.jpg?color=f8f8f8&q=90
TrailWomen's SE 4,Women's SE 4,"$1,175",A rugged alloy hardtail with 1x10 Shimano shifting & 120mm suspension fork,/en-us/bikes/mountain/trail-bikes/trail/trail-womens-se-4,https://embed.widencdn.net/img/dorelrl/q8ijngh38j/500px@1x/C21_C26201F_Trail_SE_4_PUR_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/0xsx5wrrcw/500px@1x/C21_C26201F_Trail_SE_4_PUR_3Q.jpg?color=f8f8f8&q=90
Habit HT3,3,"$1,100",A rowdy hardtail mountainbike with a 130mm Suntour XCR fork and microSHIFT Advent X 10-speed shifting.,/en-us/bikes/mountain/trail-bikes/habit-ht/habit-ht-3,https://embed.widencdn.net/img/dorelrl/t70vap5kdv/500px@1x/C23_C26302U_Habit_HT_3_BPL_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/zdejbxdmf1/500px@1x/C23_C26302U_Habit_HT_3_BPL_3Q.jpg?color=f8f8f8&q=90
DaveDirt Jump,Dirt Jump,"$1,300",A rowdy alloy dirt jumper with 100mm Manitou fork,/en-us/bikes/mountain/trail-bikes/dave/dave,https://embed.widencdn.net/img/dorelrl/qdziym8qp1/500px@1x/C23_C29201U_Dave_DTE_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/lcduuw0azg/500px@1x/C23_C29201U_Dave_DTE_3Q.jpg?color=f8f8f8&q=90
CAAD Optimo4,4,"$1,025","An alloy road bike with carbon fork, 2x8 Shimano Claris shifting & rim brakes",/en-us/bikes/road/race/caad-optimo/caad-optimo-4,https://embed.widencdn.net/img/dorelrl/bjowl6i7ue/500px@1x/C23_C14401M_CAAD_Optimo_4_ELB_PD.jpg?color=f8f8f8&q=90,N/A
TreadwellEQ DLX Remixte,EQ DLX Remixte,"$1,350","A light, lively step-thru bike with 9-speed shifting, dynamo lighting & racks for gear",/en-us/bikes/active/fitness/treadwell/treadwell-eq-dlx-remixte,https://embed.widencdn.net/img/dorelrl/qs5nftabqs/500px@1x/C21_C37131U_Treadwell_EQ_DLX_Remixte_BKM_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/smmrkz31kj/500px@1x/C21_C37131U_Treadwell_EQ_DLX_Remixte_BKM_3Q.jpg?color=f8f8f8&q=90
TreadwellEQ DLX,EQ DLX,"$1,350","A light, lively step-thru bike with 9-speed shifting, dynamo lighting & racks for gear",/en-us/bikes/active/fitness/treadwell/treadwell-eq-dlx,https://embed.widencdn.net/img/dorelrl/8iy3btirta/500px@1x/C21_C37131M_Treadwell_EQ_DLX_BKM_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/ae4l7e5trb/500px@1x/C21_C37131M_Treadwell_EQ_DLX_BKM_3Q.jpg?color=f8f8f8&q=90
Bad Boy3,3,"$1,275",An urban icon with 16-speed shifting & rigid fork,/en-us/bikes/active/urban/bad-boy/bad-boy-3,https://embed.widencdn.net/img/dorelrl/kf5otm1cti/500px@1x/C20_C33300M_Bad_Boy_3_BBQ_PD.jpg?color=f8f8f8&q=90,N/A
Treadwell2 Remixte Ltd,2 Remixte Ltd,"$1,000","A light, lively step-thru bike with 9-speed shifting, plush saddle & limited-edition paint",/en-us/bikes/active/fitness/treadwell/treadwell-2-remixte-ltd,https://embed.widencdn.net/img/dorelrl/zu6ogbserr/500px@1x/C21_C37201U_Treadwell_2_Remixte_WOW_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/uxwtnjiasn/500px@1x/C21_C37201U_Treadwell_2_Remixte_WOW_3Q.jpg?color=f8f8f8&q=90
Adventure1,1,$960,"Our most comfortable bike with 16-speed shifting, front suspension & a plush saddle",/en-us/bikes/active/fitness/adventure/adventure-1-c32201u,https://embed.widencdn.net/img/dorelrl/k6yhr8w4ta/500px@1x/C21_C32201U_Adventure_1_CMT_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/gqmybfx8zl/500px@1x/C21_C32201U_Adventure_1_CMT_3Q.jpg?color=f8f8f8&q=90
TrailWomen's 5,Women's 5,$960,A rugged alloy hardtail with 1x10 shifting & 100mm suspension fork,/en-us/bikes/mountain/trail-bikes/trail/trail-womens-5,https://embed.widencdn.net/img/dorelrl/r4kzu3ryoi/500px@1x/C22_C26301F_Trail_5_BPL_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/5jnj6pyfrf/500px@1x/C22_C26301F_Trail_5_BPL_3Q.jpg?color=f8f8f8&q=90
Treadwell2 Remixte,2 Remixte,$950,"A light, lively step-thru bike with 9-speed shifting & a plush saddle",/en-us/bikes/active/fitness/treadwell/treadwell-2-remixte,https://embed.widencdn.net/img/dorelrl/u78gsvpj5y/500px@1x/C22_C37200U_Treadwell_2_Remixte_JDE_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/vwmjiajotz/500px@1x/C22_C37200U_Treadwell_2_Remixte_JDE_3Q.jpg?color=f8f8f8&q=90
Treadwell2,2,$950,"A light, lively & fun bike with 9-speed shifting & a plush saddle",/en-us/bikes/active/fitness/treadwell/treadwell-2,https://embed.widencdn.net/img/dorelrl/rl6rdhsfmm/500px@1x/C21_C37200M_Treadwell_2_DPK_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/umcnucw3ih/500px@1x/C21_C37200M_Treadwell_2_DPK_3Q.jpg?color=f8f8f8&q=90
Quick CX2,2,"$1,175",An urban adventure bike with 18-speed Shimano Alivio shifting & front suspension,/en-us/bikes/active/fitness/quick-cx/quick-cx-2,https://embed.widencdn.net/img/dorelrl/az8w8itnla/500px@1x/C21_C31251M_Quick_CX_2_SBR_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/rtddyh77fc/500px@1x/C21_C31251M_Quick_CX_2_SBR_3Q.jpg?color=f8f8f8&q=90
SynapseSora,Sora,"$1,325","An alloy endurance road bike bike with carbon fork, 2x9 Shimano Sora shifting",/en-us/bikes/road/endurance/synapse/synapse-sora,https://embed.widencdn.net/img/dorelrl/iyzggpjgx6/500px@1x/C20_C12650M_Synapse_Al_Disc_Sora_SGG_PD.jpg?color=f8f8f8&q=90,N/A
AdventureEQ,EQ,"$1,175","Our most comfortable bike with 8-speed shifting, front suspension, a plush saddle & racks",/en-us/bikes/active/fitness/adventure/adventure-eq,https://embed.widencdn.net/img/dorelrl/ongn2x9wtt/500px@1x/C21_C32101U_Adventure_EQ_CRD_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/hxlgbwuf8y/500px@1x/C21_C32101U_Adventure_EQ_CRD_3Q.jpg?color=f8f8f8&q=90
Quick3,3,"$1,075",A lightweight hybrid with 18-speed Shimano Alivio shifting & carbon fork,/en-us/bikes/active/fitness/quick/quick-3-c31301m,https://embed.widencdn.net/img/dorelrl/byuikgciub/500px@1x/C21_C31301M_Quick_Disc_3_MRC_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/nc7hx3gojd/500px@1x/C21_C31301M_Quick_Disc_3_MRC_3Q.jpg?color=f8f8f8&q=90
QuickWomen's 3,Women's 3,"$1,075",A lightweight hybrid with 18-speed Shimano Altus shifting & carbon fork,/en-us/bikes/active/fitness/quick/quick-womens-3,https://embed.widencdn.net/img/dorelrl/oenytce5jl/500px@1x/C21_C31301F_Quick_Disc_3_TRQ_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/cjsjmujb8n/500px@1x/C21_C31301F_Quick_Disc_3_TRQ_3Q.jpg?color=f8f8f8&q=90
Quick3 Remixte,3 Remixte,"$1,075",A lightweight step-thru hybrid with 9-speed shifting,/en-us/bikes/active/fitness/quick/quick-womens-3-remixte,https://embed.widencdn.net/img/dorelrl/kqkye8fhbn/500px@1x/C22_C31351U_Quick_Disc_3_Remixte_SGE_PD.jpg?color=f8f8f8&q=90,N/A
Treadwell3 Ltd,3 Ltd,$850,"A light, lively & fun bike with 7-speed shifting, a plush saddle & limited-edition paint",/en-us/bikes/active/fitness/treadwell/treadwell-3-ltd,https://embed.widencdn.net/img/dorelrl/jn9ilvstpe/500px@1x/C21_C37301M_Treadwell_3_Ltd_HLT_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/b5fyqgoqjy/500px@1x/C21_C37301M_Treadwell_3_Ltd_HLT_3Q.jpg?color=f8f8f8&q=90
Quick CXWomen's 2,Women's 2,"$1,175",An urban adventure bike with 18-speed Shimano Alivio shifting & front suspension,/en-us/bikes/active/fitness/quick-cx/quick-cx-womens-2,https://embed.widencdn.net/img/dorelrl/aurhjpv5na/500px@1x/C22_C31251F_Quick_CX_2_LGY_PD.jpg?color=f8f8f8&q=90,N/A
Adventure2,2,$810,"Our most comfortable bike with 7-speed shifting, front suspension & a plush saddle",/en-us/bikes/active/fitness/adventure/adventure-2-c32301u,https://embed.widencdn.net/img/dorelrl/1akiqd4hjp/500px@1x/C21_C32301U_Adventure_2_ABB_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/lfvhjbtxeh/500px@1x/C21_C32301U_Adventure_2_ABB_3Q.jpg?color=f8f8f8&q=90
Kids CujoRace 20+,Race 20+,$810,"A true trail bike with big, grippy tires, 10-speed SRAM shifting & powerful disc brakes, for ages 5-8",/en-us/bikes/kids/5-to-8/kids-cujo-5-to-8/cujo-race-20,https://embed.widencdn.net/img/dorelrl/jf8jngapgz/500px@1x/C20_C56200U_Cujo_Race_ARD_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/jauxra3kx9/500px@1x/C20_C56200U_Cujo_Race_ARD_3Q.jpg?color=f8f8f8&q=90
Trail7,7,$760,A rugged alloy hardtail with 2x8 shifting & 100mm suspension fork,/en-us/bikes/mountain/trail-bikes/trail/trail-7,https://embed.widencdn.net/img/dorelrl/c5f6zlky2z/500px@1x/C21_C26701M_Trail_7_GRN_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/78bl6geupj/500px@1x/C21_C26701M_Trail_7_GRN_3Q.jpg?color=f8f8f8&q=90
QuickWomen's 4,Women's 4,$960,A lightweight hybrid with 9-speed shifting,/en-us/bikes/active/fitness/quick/quick-womens-4,https://embed.widencdn.net/img/dorelrl/qnwhhkz8ao/500px@1x/C21_C31400F_Quick_Disc_4_CMT_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/iizetjwtzy/500px@1x/C21_C31400F_Quick_Disc_4_CMT_3Q.jpg?color=f8f8f8&q=90
Quick4,4,$740,A lightweight hybrid with 9-speed shifting,/en-us/bikes/active/fitness/quick/quick-4,https://embed.widencdn.net/img/dorelrl/aqrfsnimey/500px@1x/C23_C31400M_Quick_Disc_4_GRN_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/4kmsmqlykw/500px@1x/C23_C31400M_Quick_Disc_4_GRN_3Q.jpg?color=f8f8f8&q=90
Quick CXWomen's 3,Women's 3,$725,An urban adventure bike with 16-speed Shimano Acera shifting & front suspension,/en-us/bikes/active/fitness/quick-cx/quick-cx-womens-3,https://embed.widencdn.net/img/dorelrl/tb7zcxdyi6/500px@1x/C21_C31351F_Quick_CX_3_EMR_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/8nobwbnupa/500px@1x/C21_C31351F_Quick_CX_3_EMR_3Q.jpg?color=f8f8f8&q=90
Quick CX3,3,$910,An urban adventure bike with 16-speed shifting & front suspension,/en-us/bikes/active/fitness/quick-cx/quick-cx-3,https://embed.widencdn.net/img/dorelrl/o41rtok1ml/500px@1x/C21_C31351M_Quick_CX_3_SLT_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/cimjan4je8/500px@1x/C21_C31351M_Quick_CX_3_SLT_3Q.jpg?color=f8f8f8&q=90
Treadwell2 Ltd,2 Ltd,"$1,000","A light, lively & fun bike with 9-speed shifting, a plush saddle & limited-edition paint",/en-us/bikes/active/fitness/treadwell/treadwell-2-ltd,https://embed.widencdn.net/img/dorelrl/wpniqido4s/500px@1x/C21_C37201M_Treadwell_2_Ltd_WOW_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/zuun2flswy/500px@1x/C21_C37201M_Treadwell_2_Ltd_WOW_3Q.jpg?color=f8f8f8&q=90
Treadwell3,3,$800,"A light, lively & fun bike with 7-speed shifting & a plush saddle",/en-us/bikes/active/fitness/treadwell/treadwell-3,https://embed.widencdn.net/img/dorelrl/xhkaiuvouv/500px@1x/C21_C37300M_Treadwell_3_GMG_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/aqtms5eke7/500px@1x/C21_C37300M_Treadwell_3_GMG_3Q.jpg?color=f8f8f8&q=90
Trail5,5,$960,A rugged alloy hardtail with 1x10 shifting & 100mm suspension fork,/en-us/bikes/mountain/trail-bikes/trail/trail-5,https://embed.widencdn.net/img/dorelrl/hzu62ceimd/500px@1x/C21_C26501M_Trail_5_GRA_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/rmpn51pegt/500px@1x/C21_C26501M_Trail_5_GRA_3Q.jpg?color=f8f8f8&q=90
QuickWomen's 6 Remixte,Women's 6 Remixte,$660,A lightweight step-thru hybrid with 14-speed shifting,/en-us/bikes/active/fitness/quick/quick-womens-6-remixte,https://embed.widencdn.net/img/dorelrl/htjozyrn6z/500px@1x/C21_C31651F_Quick_6_Remixte_ALP_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/kwcidpjsfh/500px@1x/C21_C31651F_Quick_6_Remixte_ALP_3Q.jpg?color=f8f8f8&q=90
TrailWomen's 6,Women's 6,$860,A rugged alloy hardtail with 2x8 Shimano shifting & 100mm suspension fork,/en-us/bikes/mountain/trail-bikes/trail/trail-womens-6,https://embed.widencdn.net/img/dorelrl/lhjiyaw0os/500px@1x/C22_C26401F_Trail_6_LYW_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/kdce3jsg6v/500px@1x/C22_C26401F_Trail_6_LYW_3Q.jpg?color=f8f8f8&q=90
Trail6,6,$860,A rugged alloy hardtail with 2x8 Shimano shifting & 100mm suspension fork,/en-us/bikes/mountain/trail-bikes/trail/trail-6,https://embed.widencdn.net/img/dorelrl/0zokdfdmyz/500px@1x/C21_C26601M_Trail_6_SLT_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/sul29pvqty/500px@1x/C21_C26601M_Trail_6_SLT_3Q.jpg?color=f8f8f8&q=90
Quick5,5,$735,A lightweight hybrid with 14-speed Shimano Tourney shifting,/en-us/bikes/active/fitness/quick/quick-5,https://embed.widencdn.net/img/dorelrl/gcnah91rgc/500px@1x/C21_C31501M_Quick_Disc_5_BBQ_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/xtc0pr695v/500px@1x/C21_C31501M_Quick_Disc_5_BBQ_3Q.jpg?color=f8f8f8&q=90
QuickWomen's 5 Remixte,Women's 5 Remixte,$735,A lightweight step-thru hybrid with 14-speed Shimano Tourney shifting,/en-us/bikes/active/fitness/quick/quick-womens-5-remixte,https://embed.widencdn.net/img/dorelrl/knyypzyq9i/500px@1x/C21_C31551U_Quick_Remixte_Disc_5_SGG_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/lrpcofzlxg/500px@1x/C21_C31551U_Quick_Remixte_Disc_5_SGG_3Q.jpg?color=f8f8f8&q=90
Quick CX4,4,$610,An urban adventure bike with 14-speed shifting & front suspension,/en-us/bikes/active/fitness/quick-cx/quick-cx-4,https://embed.widencdn.net/img/dorelrl/6x3stfarbr/500px@1x/C23_C31451M_Quick_CX_4_ALM_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/3wrtosty02/500px@1x/C23_C31451M_Quick_CX_4_ALM_3Q.jpg?color=f8f8f8&q=90
Quick CXWomen's 4,Women's 4,$735,An urban adventure bike with 14-speed shifting & front suspension,/en-us/bikes/active/fitness/quick-cx/quick-cx-womens-4,https://embed.widencdn.net/img/dorelrl/dct7sswcm1/500px@1x/C23_C31451F_Quick_CX_4_DTE_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/k8ipetc8nm/500px@1x/C23_C31451F_Quick_CX_4_DTE_3Q.jpg?color=f8f8f8&q=90
QuickWomen's 5 Remixte,Women's 5 Remixte,$600,A lightweight step-thru hybrid with 18-speed Shimano Alivio shifting & carbon fork,/en-us/bikes/active/fitness/quick/quick-womens-5-disc-remixte-smu,https://embed.widencdn.net/img/dorelrl/3vtbbuerch/500px@1x/C20_C31530F_Quick_Disc_5_Remixte_GRA_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/i9i4s5h75x/500px@1x/C20_C31530F_Quick_Disc_5_Remixte_GRA_3Q.jpg?color=f8f8f8&q=90
Treadwell3 Remixte Ltd,3 Remixte Ltd,$850,"A light, lively step-thru bike with 7-speed shifting, plush saddle & limited-edition paint",/en-us/bikes/active/fitness/treadwell/treadwell-3-remixte-ltd,https://embed.widencdn.net/img/dorelrl/1usuqy8rs2/500px@1x/C21_C37301U_Treadwell_3_Remixte_HLT_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/d9upo7dybk/500px@1x/C21_C37301U_Treadwell_3_Remixte_HLT_3Q.jpg?color=f8f8f8&q=90
TrailWomen's 7,Women's 7,$760,A rugged alloy hardtail with 2x8 shifting & 100mm suspension fork,/en-us/bikes/mountain/trail-bikes/trail/trail-womens-7,https://embed.widencdn.net/img/dorelrl/tmzwxkuqol/500px@1x/C21_C26501F_Trail_7_CMT_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/swxpktu3za/500px@1x/C21_C26501F_Trail_7_CMT_3Q.jpg?color=f8f8f8&q=90
Trail7.1,7.1,$760,A rugged alloy hardtail with 1x8 shifting & 100mm suspenson fork,/en-us/bikes/mountain/trail-bikes/trail/trail-71,https://embed.widencdn.net/img/dorelrl/crcr7jpdjs/500px@1x/C21_C26811U_Trail_7.1_BLK_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/sueqybqxkn/500px@1x/C21_C26811U_Trail_7.1_BLK_3Q.jpg?color=f8f8f8&q=90
Treadwell3 Remixte,3 Remixte,$800,"A light, lively step-thru bike with 7-speed shifting & a plush saddle",/en-us/bikes/active/fitness/treadwell/treadwell-3-remixte,https://embed.widencdn.net/img/dorelrl/o5upilz5if/500px@1x/C21_C37300U_Treadwell_3_Remixte_IRD_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/zxxse5tfog/500px@1x/C21_C37300U_Treadwell_3_Remixte_IRD_3Q.jpg?color=f8f8f8&q=90
Kids TrailPlus 24,Plus 24,$615,"A true trail bike with big, grippy 24"" tires, 8-speed shifting & powerful disc brakes, for ages 7-12",/en-us/bikes/kids/7-to-12/kids-trail-7-to-12/kids-trail-plus-24,https://embed.widencdn.net/img/dorelrl/xjdmfdmnbx/500px@1x/C22_C51102U_Kids_Trail_Plus_MAT_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/xngdeh7hfx/500px@1x/C22_C51102U_Kids_Trail_Plus_MAT_3Q.jpg?color=f8f8f8&q=90
Kids Cujo20+,20+,$550,"A big tires, big fun bike with 7-speed Shimano shifting & disc brakes, for ages 5-8",/en-us/bikes/kids/5-to-8/kids-cujo-5-to-8/2021kids-cujo-20/2021,https://embed.widencdn.net/img/dorelrl/2bt1jssxfv/500px@1x/C21_C56401U_Cujo_ALP_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/pogciv1pj0/500px@1x/C21_C56401U_Cujo_ALP_3Q.jpg?color=f8f8f8&q=90
TrailWomen's 8,Women's 8,$645,A rugged alloy hardtail with 2x7 shifting & 75mm suspenson fork,/en-us/bikes/mountain/trail-bikes/trail/trail-womens-8,https://embed.widencdn.net/img/dorelrl/dkvrtcouef/500px@1x/C22_C26601F_Trail_8_MDN_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/blytdxpcv6/500px@1x/C22_C26601F_Trail_8_MDN_3Q.jpg?color=f8f8f8&q=90
Trail8,8,$645,A rugged alloy hardtail with 2x7 shifting & 75mm suspenson fork,/en-us/bikes/mountain/trail-bikes/trail/trail-8,https://embed.widencdn.net/img/dorelrl/dyhcon8sx2/500px@1x/C22_C26801M_Trail_8_QSD_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/xdffaund2c/500px@1x/C22_C26801M_Trail_8_QSD_3Q.jpg?color=f8f8f8&q=90
Quick6,6,$660,A lightweight hybrid with 14-speed shifting,/en-us/bikes/active/fitness/quick/quick-6,https://embed.widencdn.net/img/dorelrl/niiryhyeb6/500px@1x/C21_C31601M_Quick_6_SBR_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/je8g4spq8h/500px@1x/C21_C31601M_Quick_6_SBR_3Q.jpg?color=f8f8f8&q=90
Kids TrailPlus 20,Plus 20,$540,"A true trail bike with big, grippy tires, 7-speed shifting & powerful disc brakes, for ages 5-8",/en-us/bikes/kids/5-to-8/kids-trail-5-to-8/kids-trail-plus-20,https://embed.widencdn.net/img/dorelrl/nttu7xbfjq/500px@1x/C22_C51152U_Kids_Trail_Plus_ORG_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/ej5mk7ddsj/500px@1x/C22_C51152U_Kids_Trail_Plus_ORG_3Q.jpg?color=f8f8f8&q=90
Kids Trail26,26,$645,"A lightweight mountain bike for kids 9-13, w/ front suspension, 8-spd shifting & disc brakes",/en-us/bikes/kids/7-to-12/kids-trail-7-to-12/trail-26-c51101u,https://embed.widencdn.net/img/dorelrl/vgo166qpjy/500px@1x/C21_C51101U_Trail_BPL_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/0chy3mco5k/500px@1x/C21_C51101U_Trail_BPL_3Q.jpg?color=f8f8f8&q=90
Kids Quick24 Girl's,24 Girl's,$500,"A light, speedy street bike with 8-speed Shimano shifting and rim brakes, for ages 7-12",/en-us/bikes/kids/7-to-12/kids-quick-7-to-12/kids-quick-24-girls,https://embed.widencdn.net/img/dorelrl/garw6njb8x/500px@1x/C20_C51100F_Kids_Quick_SRP_PD.jpg?color=f8f8f8&q=90,https://embed.widencdn.net/img/dorelrl/qmytskpvhn/500px@1x/C20_C51100F_Kids_Quick_SRP_3Q.jpg?color=f8f8f8&q=90
Kids Quick24 Boy's,24 Boy's,$500,"A light, speedy street bike with 8-speed Shimano shifting and rim brakes, for ages 7-12",/en-us/bikes/kids/7-to-12/kids-quick-7-to-12/kids-quick-24-boys,https://embed.widencdn.net/img/dorelrl/vxufaypfsl/500px@1x/C20_C51100M_Kids_Quick_ARD_PD.jpg?color=f8f8f8&q=90,N/A
Kids Trail20 Girl's,20 Girl's,$450,"A lightweight trail bike with 7-speed shifting, front suspension & rim brakes, for ages 5-8",/en-us/bikes/kids/5-to-8/kids-trail-5-to-8/kids-trail-20-girls,https://embed.widencdn.net/img/dorelrl/ur2nsnozod/500px@1x/C20_C51250F_Kids_Trail_CRU_PD.jpg?color=f8f8f8&q=90,N/A
